Species,Platform,Year,Month,Day,Latitude,Longitude,Season
Southern right whale,MRI,2014,10,13,-34.675566,19.512427,Summer
Southern right whale,MRI,2014,10,13,-34.674825,19.504907,Summer
Southern right whale,MRI,2014,10,13,-34.674811,19.512239,Summer
Southern right whale,MRI,2013,10,6,-34.67448,19.509901,Summer
Southern right whale,MRI,2014,10,9,-34.673878,20.239517,Summer
Southern right whale,MRI,2014,10,13,-34.673207,19.510079,Summer
Southern right whale,MRI,2013,10,6,-34.672631,19.498845,Summer
Southern right whale,MRI,2014,10,9,-34.672004,20.239497,Summer
Southern right whale,MRI,2013,10,6,-34.671081,19.478967,Summer
Southern right whale,MRI,2013,10,6,-34.670719,19.454411,Summer
Southern right whale,MRI,2014,10,9,-34.660919,20.266348,Summer
Southern right whale,MRI,2014,10,9,-34.660678,20.270678,Summer
Southern right whale,MRI,2014,10,9,-34.660432,20.24726,Summer
Southern right whale,MRI,2014,10,9,-34.659493,20.263407,Summer
Southern right whale,MRI,2014,10,9,-34.649611,20.267053,Summer
Southern right whale,MRI,2014,10,9,-34.648809,20.263218,Summer
Southern right whale,MRI,2014,10,9,-34.646706,20.285017,Summer
Southern right whale,MRI,2014,10,9,-34.643564,20.294185,Summer
Southern right whale,MRI,2014,10,9,-34.641658,20.295159,Summer
Southern right whale,MRI,2014,10,9,-34.641007,20.298827,Summer
Southern right whale,MRI,2014,10,14,-34.630244,19.347608,Summer
Southern right whale,MRI,2014,10,14,-34.629169,19.344376,Summer
Southern right whale,MRI,2013,10,4,-34.62873,20.307577,Summer
Southern right whale,MRI,2013,10,8,-34.628104,19.323719,Summer
Southern right whale,MRI,2013,10,4,-34.628102,20.340289,Summer
Southern right whale,MRI,2014,10,14,-34.627994,19.426105,Summer
Southern right whale,MRI,2014,10,14,-34.627608,19.362457,Summer
Southern right whale,MRI,2013,10,4,-34.627391,20.308745,Summer
Southern right whale,MRI,2013,10,8,-34.625313,19.393066,Summer
Southern right whale,MRI,2014,10,14,-34.622765,19.424997,Summer
Southern right whale,MRI,2014,10,9,-34.621589,20.351685,Summer
Southern right whale,MRI,2013,10,6,-34.620313,19.419912,Summer
Southern right whale,MRI,2014,10,14,-34.618249,19.292897,Summer
Southern right whale,MRI,2013,10,6,-34.618153,19.412442,Summer
Southern right whale,MRI,2014,10,9,-34.618087,20.338364,Summer
Southern right whale,MRI,2013,10,6,-34.617109,19.412765,Summer
Southern right whale,MRI,2014,10,9,-34.616417,20.352469,Summer
Southern right whale,MRI,2013,10,6,-34.615866,19.414993,Summer
Southern right whale,MRI,2013,10,6,-34.615728,19.41031,Summer
Southern right whale,MRI,2013,10,8,-34.615474,19.399947,Summer
Southern right whale,MRI,2014,10,14,-34.613002,19.409734,Summer
Southern right whale,MRI,2014,10,14,-34.612002,19.412186,Summer
Southern right whale,MRI,2013,10,6,-34.610802,19.402821,Summer
Southern right whale,MRI,2014,10,9,-34.607219,20.354956,Summer
Southern right whale,MRI,2014,10,9,-34.606605,20.354037,Summer
Southern right whale,MRI,2014,10,9,-34.602245,20.362117,Summer
Southern right whale,MRI,2013,10,4,-34.601558,20.3589,Summer
Southern right whale,MRI,2014,10,9,-34.599948,20.373412,Summer
Southern right whale,MRI,2013,10,4,-34.599857,20.359729,Summer
Southern right whale,MRI,2014,10,9,-34.597313,20.390439,Summer
Southern right whale,MRI,2013,10,8,-34.596766,19.318479,Summer
Southern right whale,MRI,2014,10,9,-34.59488,20.387877,Summer
Southern right whale,MRI,2014,10,9,-34.593004,20.381325,Summer
Southern right whale,MRI,2014,10,9,-34.592222,20.389493,Summer
Southern right whale,MRI,2013,10,4,-34.59186,20.387661,Summer
Southern right whale,MRI,2013,10,4,-34.591192,20.376183,Summer
Southern right whale,MRI,2013,10,4,-34.590758,20.376285,Summer
Southern right whale,MRI,2013,10,8,-34.590245,19.309523,Summer
Southern right whale,MRI,2013,10,4,-34.589694,20.381883,Summer
Southern right whale,MRI,2014,10,9,-34.588461,20.393784,Summer
Southern right whale,MRI,2014,10,9,-34.588078,20.395087,Summer
Southern right whale,MRI,2014,10,9,-34.585411,20.39336,Summer
Southern right whale,MRI,2014,10,14,-34.583028,19.333741,Summer
Southern right whale,MRI,2014,10,9,-34.580106,20.423183,Summer
Southern right whale,MRI,2013,10,8,-34.574557,19.336334,Summer
Southern right whale,MRI,2014,10,9,-34.571922,20.420014,Summer
Southern right whale,MRI,2014,10,14,-34.564687,19.349562,Summer
Southern right whale,MRI,2014,10,14,-34.564572,19.34745,Summer
Southern right whale,MRI,2014,10,14,-34.563953,19.34997,Summer
Southern right whale,MRI,2013,10,4,-34.561494,20.428508,Summer
Southern right whale,MRI,2013,10,8,-34.560592,19.346896,Summer
Southern right whale,MRI,2013,10,8,-34.559682,19.346781,Summer
Southern right whale,MRI,2014,10,14,-34.553873,19.360385,Summer
Southern right whale,MRI,2013,10,8,-34.550556,19.360188,Summer
Southern right whale,MRI,2013,10,8,-34.550355,19.364854,Summer
Southern right whale,MRI,2014,10,14,-34.549577,19.362921,Summer
Southern right whale,MRI,2014,10,14,-34.548983,19.359778,Summer
Southern right whale,MRI,2013,10,8,-34.5475,19.369469,Summer
Southern right whale,MRI,2013,10,8,-34.547204,19.36946,Summer
Southern right whale,MRI,2014,10,14,-34.546825,19.370017,Summer
Southern right whale,MRI,2014,10,14,-34.54674,19.372004,Summer
Southern right whale,MRI,2014,10,14,-34.54651,19.370151,Summer
Southern right whale,MRI,2013,10,4,-34.543884,20.431256,Summer
Southern right whale,MRI,2014,10,14,-34.54374,19.3717,Summer
Southern right whale,MRI,2014,10,14,-34.540813,19.370315,Summer
Southern right whale,MRI,2013,10,8,-34.540415,19.366248,Summer
Southern right whale,MRI,2014,10,7,-34.539041,20.426918,Summer
Southern right whale,MRI,2013,10,8,-34.53846,19.368339,Summer
Southern right whale,MRI,2014,10,7,-34.534633,20.434764,Summer
Southern right whale,MRI,2014,10,14,-34.53251,19.368958,Summer
Southern right whale,MRI,2014,10,7,-34.532448,20.432967,Summer
Southern right whale,MRI,2014,10,7,-34.532263,20.433313,Summer
Southern right whale,MRI,2013,10,4,-34.530369,20.439646,Summer
Southern right whale,MRI,2014,10,14,-34.528723,19.364949,Summer
Southern right whale,MRI,2013,10,8,-34.525571,19.365255,Summer
Southern right whale,MRI,2014,10,7,-34.525095,20.450336,Summer
Southern right whale,MRI,2014,10,7,-34.524852,20.448193,Summer
Southern right whale,MRI,2014,10,7,-34.524769,20.448448,Summer
Southern right whale,MRI,2014,10,7,-34.524019,20.442747,Summer
Southern right whale,MRI,2013,10,4,-34.523652,20.450339,Summer
Southern right whale,MRI,2014,10,7,-34.523589,20.448571,Summer
Southern right whale,MRI,2014,10,7,-34.52347,20.451439,Summer
Southern right whale,MRI,2014,10,7,-34.523373,20.444527,Summer
Southern right whale,MRI,2014,10,7,-34.523044,20.443715,Summer
Southern right whale,MRI,2014,10,7,-34.522968,20.459214,Summer
Southern right whale,MRI,2014,10,14,-34.522357,19.36449,Summer
Southern right whale,MRI,2014,10,7,-34.522075,20.446517,Summer
Southern right whale,MRI,2014,10,7,-34.521929,20.444888,Summer
Southern right whale,MRI,2014,10,7,-34.521467,20.444024,Summer
Southern right whale,MRI,2014,10,7,-34.521206,20.45604,Summer
Southern right whale,MRI,2014,10,7,-34.520834,20.456214,Summer
Southern right whale,MRI,2014,10,7,-34.520818,20.456436,Summer
Southern right whale,MRI,2014,10,7,-34.520716,20.453187,Summer
Southern right whale,MRI,2013,10,4,-34.520297,20.452551,Summer
Southern right whale,MRI,2014,10,7,-34.520097,20.453929,Summer
Southern right whale,MRI,2014,10,7,-34.519576,20.448852,Summer
Southern right whale,MRI,2013,10,4,-34.519456,20.453041,Summer
Southern right whale,MRI,2014,10,7,-34.519168,20.443922,Summer
Southern right whale,MRI,2013,10,4,-34.518871,20.443298,Summer
Southern right whale,MRI,2014,10,7,-34.518764,20.450768,Summer
Southern right whale,MRI,2014,10,7,-34.518329,20.452098,Summer
Southern right whale,MRI,2013,10,8,-34.517878,19.363847,Summer
Southern right whale,MRI,2014,10,7,-34.517507,20.452427,Summer
Southern right whale,MRI,2014,10,7,-34.517488,20.451394,Summer
Southern right whale,MRI,2014,10,7,-34.517103,20.446535,Summer
Southern right whale,MRI,2014,10,7,-34.51674,20.448605,Summer
Southern right whale,MRI,2014,10,7,-34.516438,20.447512,Summer
Southern right whale,MRI,2013,10,4,-34.51631,20.448365,Summer
Southern right whale,MRI,2014,10,7,-34.516007,20.459563,Summer
Southern right whale,MRI,2014,10,7,-34.515915,20.453997,Summer
Southern right whale,MRI,2014,10,7,-34.515888,20.449728,Summer
Southern right whale,MRI,2013,10,4,-34.515686,20.448512,Summer
Southern right whale,MRI,2014,10,7,-34.515597,20.45487,Summer
Southern right whale,MRI,2014,10,7,-34.515591,20.461301,Summer
Southern right whale,MRI,2014,10,7,-34.515484,20.455144,Summer
Southern right whale,MRI,2014,10,7,-34.515363,20.453966,Summer
Southern right whale,MRI,2013,10,4,-34.514422,20.451543,Summer
Southern right whale,MRI,2014,10,7,-34.514274,20.464409,Summer
Southern right whale,MRI,2014,10,7,-34.514121,20.454865,Summer
Southern right whale,MRI,2014,10,7,-34.513755,20.462094,Summer
Southern right whale,MRI,2014,10,7,-34.513754,20.452394,Summer
Southern right whale,MRI,2014,10,7,-34.513724,20.452146,Summer
Southern right whale,MRI,2013,10,4,-34.513711,20.449586,Summer
Southern right whale,MRI,2013,10,4,-34.513624,20.458882,Summer
Southern right whale,MRI,2014,10,7,-34.513498,20.452177,Summer
Southern right whale,MRI,2014,10,7,-34.513415,20.451271,Summer
Southern right whale,MRI,2014,10,7,-34.513364,20.453783,Summer
Southern right whale,MRI,2014,10,7,-34.513348,20.456328,Summer
Southern right whale,MRI,2014,10,7,-34.513141,20.454402,Summer
Southern right whale,MRI,2014,10,7,-34.512981,20.455957,Summer
Southern right whale,MRI,2013,10,4,-34.512822,20.448335,Summer
Southern right whale,MRI,2014,10,7,-34.512745,20.455426,Summer
Southern right whale,MRI,2013,10,4,-34.512426,20.455994,Summer
Southern right whale,MRI,2014,10,7,-34.511764,20.454582,Summer
Southern right whale,MRI,2014,10,7,-34.510864,20.463603,Summer
Southern right whale,MRI,2014,10,7,-34.510666,20.479374,Summer
Southern right whale,MRI,2014,10,7,-34.510647,20.458795,Summer
Southern right whale,MRI,2014,10,14,-34.510532,19.358459,Summer
Southern right whale,MRI,2013,10,4,-34.510352,20.453494,Summer
Southern right whale,MRI,2013,10,4,-34.510201,20.466098,Summer
Southern right whale,MRI,2014,10,7,-34.510145,20.460605,Summer
Southern right whale,MRI,2013,10,4,-34.510144,20.454187,Summer
Southern right whale,MRI,2013,10,4,-34.510089,20.453754,Summer
Southern right whale,MRI,2014,10,7,-34.509634,20.462911,Summer
Southern right whale,MRI,2013,10,4,-34.509593,20.457311,Summer
Southern right whale,MRI,2014,10,7,-34.509485,20.459482,Summer
Southern right whale,MRI,2013,10,4,-34.509463,20.45999,Summer
Southern right whale,MRI,2013,10,4,-34.509359,20.460682,Summer
Southern right whale,MRI,2014,10,7,-34.509303,20.469001,Summer
Southern right whale,MRI,2013,10,4,-34.508945,20.462679,Summer
Southern right whale,MRI,2013,10,4,-34.508743,20.460545,Summer
Southern right whale,MRI,2013,10,8,-34.508239,19.357977,Summer
Southern right whale,MRI,2013,10,4,-34.50755,20.460976,Summer
Southern right whale,MRI,2014,10,7,-34.507211,20.462926,Summer
Southern right whale,MRI,2013,10,4,-34.506989,20.466245,Summer
Southern right whale,MRI,2013,10,4,-34.506961,20.468628,Summer
Southern right whale,MRI,2013,10,4,-34.506869,20.466103,Summer
Southern right whale,MRI,2013,10,4,-34.506723,20.474744,Summer
Southern right whale,MRI,2013,10,4,-34.506573,20.465653,Summer
Southern right whale,MRI,2013,10,4,-34.506469,20.457481,Summer
Southern right whale,MRI,2013,10,4,-34.506381,20.464779,Summer
Southern right whale,MRI,2013,10,4,-34.506089,20.468299,Summer
Southern right whale,MRI,2014,10,7,-34.50595,20.470636,Summer
Southern right whale,MRI,2014,10,7,-34.505877,20.464948,Summer
Southern right whale,MRI,2013,10,4,-34.505652,20.467758,Summer
Southern right whale,MRI,2014,10,7,-34.505407,20.465728,Summer
Southern right whale,MRI,2013,10,4,-34.505373,20.470003,Summer
Southern right whale,MRI,2013,10,4,-34.505074,20.475812,Summer
Southern right whale,MRI,2013,10,8,-34.504637,19.357029,Summer
Southern right whale,MRI,2014,10,7,-34.504111,20.476497,Summer
Southern right whale,MRI,2013,10,8,-34.503915,19.357025,Summer
Southern right whale,MRI,2013,10,4,-34.503247,20.468589,Summer
Southern right whale,MRI,2013,10,4,-34.503089,20.485711,Summer
Southern right whale,MRI,2014,10,6,-34.502596,20.518407,Summer
Southern right whale,MRI,2014,10,7,-34.502236,20.47819,Summer
Southern right whale,MRI,2013,10,4,-34.50215,20.470821,Summer
Southern right whale,MRI,2013,10,4,-34.502071,20.473541,Summer
Southern right whale,MRI,2013,10,4,-34.50204,20.475351,Summer
Southern right whale,MRI,2013,10,4,-34.501936,20.471691,Summer
Southern right whale,MRI,2013,10,4,-34.501521,20.475794,Summer
Southern right whale,MRI,2013,10,8,-34.500512,19.356555,Summer
Southern right whale,MRI,2014,10,6,-34.50044,20.5197,Summer
Southern right whale,MRI,2014,10,7,-34.500411,20.484974,Summer
Southern right whale,MRI,2014,10,7,-34.500388,20.479835,Summer
Southern right whale,MRI,2013,10,4,-34.50038,20.476891,Summer
Southern right whale,MRI,2013,10,4,-34.499931,20.471298,Summer
Southern right whale,MRI,2013,10,4,-34.499675,20.478946,Summer
Southern right whale,MRI,2013,10,4,-34.499391,20.475907,Summer
Southern right whale,MRI,2014,10,7,-34.499216,20.479015,Summer
Southern right whale,MRI,2013,10,4,-34.499099,20.477025,Summer
Southern right whale,MRI,2013,10,4,-34.498305,20.480367,Summer
Southern right whale,MRI,2013,10,4,-34.497781,20.483929,Summer
Southern right whale,MRI,2014,10,7,-34.497248,20.480145,Summer
Southern right whale,MRI,2013,10,4,-34.497117,20.485629,Summer
Southern right whale,MRI,2014,10,7,-34.497068,20.478799,Summer
Southern right whale,MRI,2014,10,7,-34.496771,20.483758,Summer
Southern right whale,MRI,2013,10,4,-34.496737,20.479061,Summer
Southern right whale,MRI,2014,10,7,-34.496296,20.494614,Summer
Southern right whale,MRI,2014,10,14,-34.495492,19.352889,Summer
Southern right whale,MRI,2014,10,7,-34.494714,20.488479,Summer
Southern right whale,MRI,2013,10,4,-34.494662,20.486773,Summer
Southern right whale,MRI,2013,10,4,-34.494319,20.49232,Summer
Southern right whale,MRI,2013,10,4,-34.493987,20.484901,Summer
Southern right whale,MRI,2013,10,4,-34.493734,20.501628,Summer
Southern right whale,MRI,2014,10,6,-34.493706,20.496214,Summer
Southern right whale,MRI,2013,10,8,-34.493182,19.347773,Summer
Southern right whale,MRI,2013,10,4,-34.493138,20.496496,Summer
Southern right whale,MRI,2014,10,6,-34.492863,20.517642,Summer
Southern right whale,MRI,2013,10,4,-34.492282,20.493128,Summer
Southern right whale,MRI,2014,10,6,-34.492233,20.497318,Summer
Southern right whale,MRI,2013,10,4,-34.492143,20.499242,Summer
Southern right whale,MRI,2013,10,4,-34.492142,20.498192,Summer
Southern right whale,MRI,2013,10,4,-34.492048,20.4853,Summer
Southern right whale,MRI,2014,10,14,-34.491585,19.353321,Summer
Southern right whale,MRI,2014,10,6,-34.491495,20.49718,Summer
Southern right whale,MRI,2013,10,4,-34.491486,20.4997,Summer
Southern right whale,MRI,2013,10,4,-34.491116,20.495663,Summer
Southern right whale,MRI,2014,10,6,-34.490866,20.50508,Summer
Southern right whale,MRI,2014,10,6,-34.490743,20.500387,Summer
Southern right whale,MRI,2013,10,8,-34.490611,19.340425,Summer
Southern right whale,MRI,2014,10,6,-34.490529,20.501326,Summer
Southern right whale,MRI,2014,10,7,-34.49042,20.494091,Summer
Southern right whale,MRI,2013,10,4,-34.490409,20.494344,Summer
Southern right whale,MRI,2014,10,6,-34.490198,20.492818,Summer
Southern right whale,MRI,2014,10,7,-34.490152,20.497323,Summer
Southern right whale,MRI,2013,10,4,-34.490018,20.495847,Summer
Southern right whale,MRI,2014,10,6,-34.490013,20.494168,Summer
Southern right whale,MRI,2014,10,6,-34.48967,20.518426,Summer
Southern right whale,MRI,2013,10,8,-34.48958,19.350665,Summer
Southern right whale,MRI,2014,10,6,-34.489187,20.497429,Summer
Southern right whale,MRI,2014,10,14,-34.489163,19.350019,Summer
Southern right whale,MRI,2013,10,4,-34.48912,20.504004,Summer
Southern right whale,MRI,2014,10,6,-34.488923,20.494737,Summer
Southern right whale,MRI,2013,10,4,-34.488393,20.499624,Summer
Southern right whale,MRI,2013,10,4,-34.488272,20.506608,Summer
Southern right whale,MRI,2014,10,14,-34.488229,19.350745,Summer
Southern right whale,MRI,2014,10,6,-34.488051,20.497664,Summer
Southern right whale,MRI,2014,10,6,-34.487886,20.526575,Summer
Southern right whale,MRI,2014,10,6,-34.487714,20.505983,Summer
Southern right whale,MRI,2014,10,7,-34.487517,20.501427,Summer
Southern right whale,MRI,2014,10,6,-34.487322,20.497087,Summer
Southern right whale,MRI,2013,10,4,-34.487069,20.49996,Summer
Southern right whale,MRI,2013,10,4,-34.487014,20.497981,Summer
Southern right whale,MRI,2014,10,6,-34.486801,20.515384,Summer
Southern right whale,MRI,2013,10,4,-34.486721,20.505186,Summer
Southern right whale,MRI,2014,10,6,-34.486169,20.518245,Summer
Southern right whale,MRI,2014,10,6,-34.486017,20.501929,Summer
Southern right whale,MRI,2014,10,6,-34.48551,20.50823,Summer
Southern right whale,MRI,2013,10,3,-34.4854,20.519389,Summer
Southern right whale,MRI,2014,10,6,-34.485038,20.50929,Summer
Southern right whale,MRI,2013,10,4,-34.484822,20.50999,Summer
Southern right whale,MRI,2014,10,6,-34.484814,20.529757,Summer
Southern right whale,MRI,2014,10,7,-34.484732,20.494264,Summer
Southern right whale,MRI,2014,10,6,-34.484667,20.502898,Summer
Southern right whale,MRI,2014,10,6,-34.484555,20.508725,Summer
Southern right whale,MRI,2014,10,6,-34.484408,20.507669,Summer
Southern right whale,MRI,2014,10,6,-34.484247,20.510008,Summer
Southern right whale,MRI,2014,10,6,-34.484135,20.523759,Summer
Southern right whale,MRI,2014,10,14,-34.484124,19.346714,Summer
Southern right whale,MRI,2014,10,6,-34.483608,20.51379,Summer
Southern right whale,MRI,2013,10,8,-34.483401,19.3443,Summer
Southern right whale,MRI,2014,10,6,-34.483068,20.515825,Summer
Southern right whale,MRI,2013,10,3,-34.482822,20.528433,Summer
Southern right whale,MRI,2014,10,6,-34.482715,20.511856,Summer
Southern right whale,MRI,2013,10,4,-34.482534,20.512701,Summer
Southern right whale,MRI,2014,10,14,-34.482387,19.340027,Summer
Southern right whale,MRI,2013,10,4,-34.482242,20.515439,Summer
Southern right whale,MRI,2014,10,14,-34.481718,19.338316,Summer
Southern right whale,MRI,2014,10,14,-34.481533,19.335629,Summer
Southern right whale,MRI,2013,10,4,-34.481342,20.521374,Summer
Southern right whale,MRI,2014,10,6,-34.481156,20.516691,Summer
Southern right whale,MRI,2014,10,14,-34.481134,19.334779,Summer
Southern right whale,MRI,2013,10,4,-34.481077,20.516928,Summer
Southern right whale,MRI,2013,10,4,-34.480521,20.514369,Summer
Southern right whale,MRI,2014,10,14,-34.480406,19.337724,Summer
Southern right whale,MRI,2013,10,4,-34.479819,20.51839,Summer
Southern right whale,MRI,2014,10,6,-34.479429,20.522587,Summer
Southern right whale,MRI,2014,10,14,-34.479318,19.337686,Summer
Southern right whale,MRI,2014,10,6,-34.479247,20.517935,Summer
Southern right whale,MRI,2014,10,6,-34.478885,20.513897,Summer
Southern right whale,MRI,2014,10,6,-34.478834,20.515625,Summer
Southern right whale,MRI,2014,10,6,-34.478519,20.528792,Summer
Southern right whale,MRI,2014,10,6,-34.478415,20.535924,Summer
Southern right whale,MRI,2014,10,6,-34.477912,20.523198,Summer
Southern right whale,MRI,2014,10,6,-34.477354,20.523583,Summer
Southern right whale,MRI,2014,10,14,-34.476638,19.337159,Summer
Southern right whale,MRI,2013,10,3,-34.476266,20.53097,Summer
Southern right whale,MRI,2014,10,5,-34.476161,20.839201,Summer
Southern right whale,MRI,2013,10,3,-34.475971,20.538395,Summer
Southern right whale,MRI,2014,10,6,-34.475919,20.529834,Summer
Southern right whale,MRI,2013,10,3,-34.475468,20.530255,Summer
Southern right whale,MRI,2014,10,6,-34.475299,20.531744,Summer
Southern right whale,MRI,2013,10,3,-34.475028,20.535965,Summer
Southern right whale,MRI,2013,10,3,-34.47499,20.52982,Summer
Southern right whale,MRI,2013,10,3,-34.474782,20.832574,Summer
Southern right whale,MRI,2014,10,5,-34.474755,20.816058,Summer
Southern right whale,MRI,2013,10,3,-34.4744,20.835556,Summer
Southern right whale,MRI,2013,10,8,-34.47439,19.331489,Summer
Southern right whale,MRI,2013,10,3,-34.474162,20.531822,Summer
Southern right whale,MRI,2014,10,6,-34.473762,20.538137,Summer
Southern right whale,MRI,2014,10,6,-34.473701,20.541527,Summer
Southern right whale,MRI,2013,10,3,-34.473546,20.82931,Summer
Southern right whale,MRI,2013,10,3,-34.473509,20.837518,Summer
Southern right whale,MRI,2014,10,14,-34.4732,19.338057,Summer
Southern right whale,MRI,2013,10,3,-34.472987,20.837186,Summer
Southern right whale,MRI,2013,10,3,-34.472846,20.535784,Summer
Southern right whale,MRI,2014,10,14,-34.47284,19.339194,Summer
Southern right whale,MRI,2014,10,6,-34.472629,20.544119,Summer
Southern right whale,MRI,2013,10,3,-34.472514,20.551414,Summer
Southern right whale,MRI,2013,10,3,-34.472286,20.534372,Summer
Southern right whale,MRI,2013,10,3,-34.472001,20.53769,Summer
Southern right whale,MRI,2013,10,8,-34.471928,19.33721,Summer
Southern right whale,MRI,2014,10,6,-34.471772,20.545277,Summer
Southern right whale,MRI,2013,10,3,-34.471724,20.542373,Summer
Southern right whale,MRI,2014,10,5,-34.471611,20.798483,Summer
Southern right whale,MRI,2014,10,6,-34.471444,20.546585,Summer
Southern right whale,MRI,2014,10,14,-34.471148,19.342021,Summer
Southern right whale,MRI,2013,10,2,-34.470915,20.860735,Summer
Southern right whale,MRI,2014,10,14,-34.470208,19.33516,Summer
Southern right whale,MRI,2013,10,3,-34.470073,20.543734,Summer
Southern right whale,MRI,2014,10,6,-34.470062,20.556845,Summer
Southern right whale,MRI,2013,10,8,-34.468121,19.33574,Summer
Southern right whale,MRI,2013,10,3,-34.46798,20.793234,Summer
Southern right whale,MRI,2013,10,3,-34.467199,20.56026,Summer
Southern right whale,MRI,2013,10,3,-34.466692,20.784401,Summer
Southern right whale,MRI,2013,10,3,-34.466692,20.784401,Summer
Southern right whale,MRI,2014,10,6,-34.466408,20.565591,Summer
Southern right whale,MRI,2013,10,3,-34.466269,20.563253,Summer
Southern right whale,MRI,2013,10,3,-34.464952,20.565883,Summer
Southern right whale,MRI,2014,10,5,-34.464935,20.787124,Summer
Southern right whale,MRI,2014,10,6,-34.464916,20.57542,Summer
Southern right whale,MRI,2014,10,6,-34.464838,20.57266,Summer
Southern right whale,MRI,2014,10,5,-34.464664,20.783865,Summer
Southern right whale,MRI,2013,10,3,-34.464514,20.565197,Summer
Southern right whale,MRI,2013,10,3,-34.463953,20.783939,Summer
Southern right whale,MRI,2013,10,3,-34.463907,20.790375,Summer
Southern right whale,MRI,2013,10,3,-34.463138,20.76436,Summer
Southern right whale,MRI,2014,10,5,-34.462867,20.759652,Summer
Southern right whale,MRI,2014,10,6,-34.462624,20.580029,Summer
Southern right whale,MRI,2014,10,5,-34.462256,20.780363,Summer
Southern right whale,MRI,2014,10,6,-34.46114,20.580177,Summer
Southern right whale,MRI,2014,10,6,-34.460813,20.587261,Summer
Southern right whale,MRI,2014,10,6,-34.460681,20.583496,Summer
Southern right whale,MRI,2014,10,6,-34.460403,20.580744,Summer
Southern right whale,MRI,2014,10,6,-34.46012,20.601671,Summer
Southern right whale,MRI,2014,10,6,-34.459972,20.589968,Summer
Southern right whale,MRI,2014,10,14,-34.459897,19.333245,Summer
Southern right whale,MRI,2014,10,6,-34.459879,20.596211,Summer
Southern right whale,MRI,2014,10,14,-34.459845,19.324863,Summer
Southern right whale,MRI,2014,10,6,-34.459744,20.588884,Summer
Southern right whale,MRI,2013,10,3,-34.459429,20.593109,Summer
Southern right whale,MRI,2014,10,6,-34.459295,20.597522,Summer
Southern right whale,MRI,2014,10,5,-34.45854,20.703913,Summer
Southern right whale,MRI,2013,10,8,-34.458536,19.32639,Summer
Southern right whale,MRI,2013,10,3,-34.458421,20.746691,Summer
Southern right whale,MRI,2014,10,14,-34.458334,19.332364,Summer
Southern right whale,MRI,2013,10,3,-34.458289,20.753712,Summer
Southern right whale,MRI,2013,10,3,-34.458247,20.73567,Summer
Southern right whale,MRI,2014,10,14,-34.45821,19.320753,Summer
Southern right whale,MRI,2014,10,5,-34.458086,20.716042,Summer
Southern right whale,MRI,2013,10,3,-34.45787,20.755071,Summer
Southern right whale,MRI,2013,10,3,-34.457499,20.750643,Summer
Southern right whale,MRI,2013,10,3,-34.457404,20.751687,Summer
Southern right whale,MRI,2013,10,3,-34.45737,20.623847,Summer
Southern right whale,MRI,2014,10,5,-34.457282,20.720734,Summer
Southern right whale,MRI,2014,10,14,-34.457282,19.3202,Summer
Southern right whale,MRI,2013,10,3,-34.456796,20.735381,Summer
Southern right whale,MRI,2013,10,3,-34.456787,20.6163,Summer
Southern right whale,MRI,2014,10,6,-34.456756,20.606655,Summer
Southern right whale,MRI,2014,10,5,-34.456668,20.658201,Summer
Southern right whale,MRI,2013,10,3,-34.456622,20.735929,Summer
Southern right whale,MRI,2014,10,6,-34.456594,20.616345,Summer
Southern right whale,MRI,2013,10,3,-34.456405,20.606947,Summer
Southern right whale,MRI,2013,10,3,-34.456394,20.738899,Summer
Southern right whale,MRI,2014,10,6,-34.455977,20.603876,Summer
Southern right whale,MRI,2013,10,3,-34.455737,20.609277,Summer
Southern right whale,MRI,2013,10,3,-34.455634,20.606757,Summer
Southern right whale,MRI,2014,10,6,-34.45556,20.617555,Summer
Southern right whale,MRI,2014,10,6,-34.455315,20.634065,Summer
Southern right whale,MRI,2014,10,5,-34.455222,20.668185,Summer
Southern right whale,MRI,2014,10,6,-34.454735,20.614359,Summer
Southern right whale,MRI,2013,10,3,-34.454656,20.692334,Summer
Southern right whale,MRI,2013,10,3,-34.454478,20.676649,Summer
Southern right whale,MRI,2014,10,5,-34.454341,20.665509,Summer
Southern right whale,MRI,2014,10,5,-34.454338,20.690422,Summer
Southern right whale,MRI,2014,10,5,-34.454274,20.674362,Summer
Southern right whale,MRI,2014,10,5,-34.454174,20.665275,Summer
Southern right whale,MRI,2013,10,3,-34.454172,20.641201,Summer
Southern right whale,MRI,2014,10,5,-34.454153,20.683554,Summer
Southern right whale,MRI,2014,10,5,-34.454138,20.659696,Summer
Southern right whale,MRI,2014,10,5,-34.453881,20.648499,Summer
Southern right whale,MRI,2013,10,3,-34.453848,20.647907,Summer
Southern right whale,MRI,2014,10,6,-34.453819,20.639361,Summer
Southern right whale,MRI,2013,10,3,-34.453717,20.687089,Summer
Southern right whale,MRI,2014,10,14,-34.453716,19.3211,Summer
Southern right whale,MRI,2014,10,5,-34.453691,20.644872,Summer
Southern right whale,MRI,2014,10,6,-34.453474,20.636232,Summer
Southern right whale,MRI,2014,10,5,-34.453401,20.64978,Summer
Southern right whale,MRI,2014,10,5,-34.4534,20.661654,Summer
Southern right whale,MRI,2014,10,6,-34.453394,20.637272,Summer
Southern right whale,MRI,2013,10,3,-34.453364,20.655108,Summer
Southern right whale,MRI,2013,10,3,-34.453349,20.672789,Summer
Southern right whale,MRI,2014,10,5,-34.453207,20.646127,Summer
